hora_sinistro,tipo_via,latitude,longitude,tp_veiculo_bicicleta,tp_veiculo_caminhao,tp_veiculo_motocicleta,tp_veiculo_nao_disponivel,tp_veiculo_onibus,tp_veiculo_outros,tp_veiculo_automovel,Chuva,Sinistro,mes,dia_semana
17,0,-22.332188,-49.086517,0,0,1,0,0,0,0,0,1,9,2
9,0,-22.311001935524118,-49.0221102972354,0,0,1,0,0,0,1,0,0,7,6
19,1,-22.346846961706817,-49.045388349092974,0,0,1,0,0,0,0,1,0,2,4
20,0,-22.325836291144107,-49.07962039022571,0,0,0,0,0,0,0,0,0,8,6
21,0,-22.308056919,-49.0904530185,0,0,0,0,0,0,0,0,1,12,1
7,0,-22.323413102594444,-49.05831285292687,0,0,0,0,0,0,0,0,0,7,2
13,0,-22.32345179,-49.05827444,0,0,0,0,0,0,1,0,1,4,6
20,0,-22.29166259548924,-49.05010024599618,0,0,0,0,0,0,1,0,0,1,4
15,0,-22.30114806776207,-49.05706129423135,0,0,0,0,0,0,0,0,0,1,5
12,0,-22.32654614815126,-49.04989960355965,0,0,1,0,0,0,0,0,0,11,5
12,1,-22.37428439,-49.04888508,0,0,0,0,0,0,0,0,1,10,1
11,0,-22.358132007953955,-49.067555254099744,0,0,0,0,0,0,2,0,0,10,1
18,0,-22.3203928,-49.06827437,0,0,1,0,0,0,1,1,1,2,6
15,1,-22.28190141033973,-49.08675700728816,0,0,0,0,0,0,1,1,0,3,5
7,0,-22.332782100989824,-49.064979226938455,0,0,1,0,0,0,1,0,0,9,3
15,0,-22.34269263,-49.05596776,0,0,0,0,0,0,0,0,1,5,1
13,1,-22.28677726,-49.09434937,0,0,0,0,0,0,0,0,1,2,1
15,0,-22.32337160773323,-49.078283879678835,0,0,0,1,1,0,1,0,0,5,2
9,0,-22.300991271171657,-49.11469054130276,0,0,0,1,0,0,0,0,0,10,6
3,0,-22.32027121644136,-49.06849456343057,0,0,1,0,0,0,0,0,0,8,3
1,0,-22.3202883,-49.0683619,0,0,0,0,0,0,2,0,1,6,3
15,0,-22.330721989223555,-49.07610005384881,0,0,0,0,0,0,1,0,0,3,3
21,0,-22.335097871744313,-49.090258228897056,0,0,0,0,0,0,0,0,0,9,6
18,0,-22.332073909406855,-49.08625476877637,0,0,2,0,0,0,1,0,0,4,1
19,0,-22.33362147418504,-49.11524030318096,0,0,0,0,0,0,0,0,0,2,3
11,0,-22.338506082302715,-49.05855909956561,0,0,1,0,0,0,1,0,0,11,5
12,0,-22.30617984,-49.06644918,0,0,1,0,0,0,1,0,1,10,6
10,0,-22.32052606023016,-49.07271091569901,0,0,1,0,0,0,1,0,0,8,0
23,0,-22.30883823474207,-49.08665039059393,0,0,1,0,0,0,1,0,0,5,3
15,0,-22.315104618462176,-49.073071236101356,0,0,1,0,0,0,1,0,0,11,2
8,1,-22.25845019,-49.05808046,0,0,0,0,0,0,2,0,1,9,1
16,1,-22.233323576153264,-49.15138200532594,0,0,0,0,0,0,0,0,0,4,4
12,0,-22.321443763971807,-49.09006675996679,0,0,0,0,0,0,1,0,0,10,3
9,0,-22.32907494,-49.06534198,0,0,0,0,0,0,0,0,1,4,2
7,0,-22.336385245595988,-49.06862776069416,0,0,0,0,0,0,0,0,0,4,1
16,0,-22.32344905,-49.05825466,0,0,0,1,0,0,0,0,1,10,5
7,0,-22.342009885159193,-49.05034775736613,0,0,1,0,1,0,0,0,0,1,5
8,1,-22.31861188,-48.98610829,0,0,0,0,0,0,0,0,1,12,4
8,0,-22.320047476875555,-49.0685087994677,0,0,0,0,0,0,0,0,0,8,1
18,0,-22.297008588770673,-49.07309762753816,0,0,1,0,0,0,1,0,0,11,4
11,0,-22.308279510172746,-49.00201999890367,0,0,1,0,0,0,1,0,0,8,1
18,0,-22.321104056741508,-49.0433889162852,0,0,0,0,0,0,1,1,0,9,2
21,0,-22.32010637849718,-49.06859144396109,0,0,0,1,0,0,1,0,0,3,2
13,0,-22.31392359558477,-49.032314885798954,0,0,0,0,0,0,0,0,0,4,0
17,0,-22.287380102063846,-49.03477655842104,0,0,1,0,0,0,0,0,0,2,1
13,0,-22.320051901704336,-49.076017104557295,0,0,1,0,0,0,1,0,0,5,1
14,0,-22.3258962,-49.07970414,0,0,1,0,0,0,0,0,1,8,1
23,0,-22.31089132,-49.09661932,0,0,0,0,0,0,0,0,1,1,6
14,0,-22.332111888568935,-49.086147121298794,0,0,0,0,0,0,0,0,0,6,0
8,0,-22.34063339,-49.02374765,0,0,0,0,0,0,0,0,1,6,6
11,0,-22.32586080887199,-49.07966789423664,0,0,1,0,0,0,0,1,0,2,2
2,0,-22.3324073001,-49.0916631303,0,0,0,0,0,0,2,0,1,11,5
18,0,-22.301969534942067,-49.03088517180826,0,0,1,0,0,0,1,0,0,10,1
19,0,-22.343167541031345,-49.07705861712141,0,0,0,0,0,0,0,0,0,9,6
22,0,-22.344139417316107,-49.05708854620295,0,0,0,0,0,0,0,0,0,11,2
11,0,-22.341446763787477,-49.0575552843734,0,0,0,0,0,0,2,0,0,9,2
21,1,-22.294229310745695,-49.07237239300846,0,0,0,0,0,0,1,0,0,8,6
6,0,-22.29257072521689,-49.04832701391609,0,0,0,0,0,0,0,0,0,7,3
20,0,-22.350086790083658,-49.0960203044681,0,0,1,0,0,0,1,0,0,1,2
20,0,-22.34268006,-49.09379756,0,0,0,0,0,0,0,1,1,2,1
0,0,-22.338361532546696,-49.07599339112373,0,0,0,0,0,0,0,0,0,12,4
19,0,-22.322103562597217,-49.06672398894192,0,0,1,0,0,0,1,0,0,8,2
9,0,-22.31672470453684,-49.076090293410914,0,0,0,0,0,0,0,0,0,9,0
7,0,-22.312673457576533,-49.06980152444384,0,0,0,0,0,0,0,0,0,10,0
8,0,-22.32022859,-49.06841191,0,0,1,0,0,0,1,0,1,10,0
2,0,-22.343304790030015,-49.077034892945626,0,0,0,0,0,0,0,0,0,2,6
20,1,-22.29733418,-49.1098264,0,0,1,0,0,0,0,0,1,5,4
22,0,-22.374211823395942,-49.04889173040254,0,0,1,0,0,0,1,0,0,2,0
16,0,-22.33454571,-49.05495338,0,0,1,0,0,0,1,0,1,1,5
16,0,-22.34018805,-49.06258234,0,0,0,0,0,0,0,0,1,7,4
20,0,-22.33912771,-49.04678588,0,0,1,0,0,0,0,1,1,2,5
22,0,-22.331746472412085,-49.08628896488122,0,0,1,0,0,0,1,0,0,8,6
8,0,-22.31920124,-49.03164155,0,0,1,0,0,0,1,0,1,6,4
0,0,-22.3279944,-49.10866241,0,0,0,0,0,0,0,0,1,10,5
12,1,-22.323114962374614,-49.052333589132246,0,0,1,0,0,0,1,0,0,10,2
19,0,-22.32919229,-49.08188961,0,0,1,0,0,0,1,0,1,6,0
15,0,-22.33207613,-49.05685258,0,0,0,0,0,0,0,0,1,12,1
17,0,-22.34282929596568,-49.11565215346547,0,0,0,0,0,0,0,0,0,3,3
14,0,-22.31920222936406,-49.06992309786501,0,0,0,0,0,0,0,0,0,10,0
18,0,-22.332035,-49.08476,0,0,1,0,0,0,0,0,1,8,4
7,0,-22.32271814,-49.09498403,0,0,0,0,0,0,0,0,1,3,2
10,0,-22.334682395754797,-49.054396705907834,0,0,1,0,0,0,1,0,0,6,3
20,0,-22.298865196048595,-49.04424665073995,0,0,0,0,0,0,0,0,0,4,1
13,0,-22.332104419322846,-49.086193778212575,0,0,1,0,0,0,1,0,0,9,4
19,0,-22.325545723191755,-49.07994843252088,0,0,1,0,0,0,1,0,0,10,0
6,0,-22.3097058,-49.0331835,0,0,1,0,0,0,1,0,1,7,2
20,0,-22.342406551221288,-49.050052066265394,0,0,0,0,0,0,1,1,0,2,6
18,1,-22.29228833,-49.10242827,0,0,0,0,0,0,1,0,1,6,6
8,0,-22.340403310010366,-49.04568485118055,0,0,0,0,0,0,0,0,0,2,5
0,0,-22.34934008,-49.10770266,0,0,1,0,0,0,1,0,1,3,5
21,0,-22.34164700004562,-49.06657656660645,0,0,0,0,0,0,0,0,0,2,4
13,0,-22.32591011931426,-49.07962562877825,0,0,0,0,0,0,0,0,0,10,3
0,0,-223196.9999241827,-490763.0000388152,0,0,0,1,0,0,0,0,0,2,4
23,0,-22.37424868864749,-49.04884908786542,0,0,1,0,0,0,1,0,0,5,2
16,0,-22.329118699246248,-49.084273832692354,0,0,0,0,0,0,0,0,0,7,2
17,0,-22.338130655853618,-49.05322049851199,0,0,1,0,0,0,1,0,0,5,2
6,0,-22.33647146096029,-49.100018752956295,0,0,0,0,0,0,0,0,0,4,4
16,0,-22.3354606,-49.06733027,0,0,0,0,0,0,0,1,1,8,4
17,0,-22.305896489756922,-49.050826434739804,0,0,0,0,0,0,1,0,0,2,1
20,0,-22.33823241,-49.08500848,0,0,0,0,0,0,0,0,1,1,1
20,0,-22.3147713003813,-49.03159642883859,0,0,0,0,0,0,0,0,0,2,6
19,0,-22.291038112225284,-49.070927777437554,0,0,1,0,0,0,1,0,0,5,1
6,1,-22.3502440656,-49.044774009,0,0,0,0,0,0,0,0,1,11,6
20,0,-22.2815981,-49.0676163,0,0,0,0,0,0,0,0,1,11,3
18,0,-22.30557808,-49.0484731,0,0,0,0,0,0,0,0,1,4,2
0,0,-22.28966849,-49.05363466,0,0,0,0,0,0,0,0,1,2,5
18,0,-22.30115027,-49.060086,0,0,1,0,0,0,0,0,1,3,0
18,0,-22.339518449698417,-49.1079263514555,0,0,0,0,0,0,0,0,0,8,1
1,0,-22.30631479,-49.02872016,0,0,0,0,0,0,0,0,1,7,0
22,0,-22.32906273360876,-49.065463194345526,0,0,0,0,0,0,0,0,0,10,6
19,1,-22.292476749616117,-49.071723384314744,0,0,1,0,0,0,0,0,0,7,3
14,0,-22.313403105453723,-49.03271658855235,0,0,1,0,1,0,0,0,0,2,1
22,0,-22.33076331313886,-49.08844121894177,0,0,1,0,0,0,1,0,0,9,2
23,0,-22.30191287138442,-49.09949509449985,0,0,0,0,0,0,0,0,0,7,5
18,1,-22.313139947773728,-49.133026349206474,0,0,0,0,0,0,0,0,0,5,1
22,1,-22.35034135,-49.04486816,0,0,0,0,0,0,1,0,1,10,6
19,0,-22.320183709150047,-49.06842391301367,0,0,0,0,0,0,0,0,0,5,6
4,1,-22.353577,-49.0434621,0,0,0,0,0,0,2,0,1,6,5
20,1,-22.307923299293275,-49.12529028465231,0,0,0,0,0,0,2,0,0,6,0
0,0,-22.331267517413824,-49.113603398299674,0,0,0,0,0,0,0,0,0,11,6
0,0,-22.331768997000573,-49.08620956659178,0,0,1,0,0,0,0,0,0,6,6
11,0,-22.3297013,-49.0708699,0,0,1,0,0,0,1,0,1,5,4
22,0,-22.33570054270698,-49.08092996189916,0,0,1,1,0,0,0,0,0,6,5
9,0,-22.37978638,-49.02933818,0,0,1,0,0,0,0,0,1,7,1
14,0,-22.3433,-49.0771,0,0,0,1,0,0,0,0,1,7,5
5,0,-22.32303339442904,-49.07827218274084,0,0,0,0,0,0,1,0,0,8,6
15,0,-22.31001892,-49.03321211,0,0,0,0,0,0,0,0,1,2,2
19,0,-22.32714447316905,-49.023793065729436,0,0,0,0,0,0,1,0,0,10,3
7,0,-22.33818779,-49.0291586,0,0,0,0,0,0,1,0,1,5,0
14,0,-22.313242798143925,-49.03403279619004,0,0,0,0,0,0,0,0,0,9,3
13,0,-22.336184590597895,-49.06464591563755,0,0,1,0,0,0,1,1,0,2,3
15,0,-22.31773104,-49.07622374,0,0,0,0,0,0,0,0,1,7,5
15,0,-22.336529382294646,-49.072222250005886,0,0,1,0,0,0,3,0,0,10,0
21,0,-22.320245476866965,-49.06843534431413,0,0,0,0,0,0,0,0,0,2,0
14,0,-22.331950973817843,-49.0861803471352,0,0,1,0,0,0,0,0,0,8,0
1,0,-22.33180868,-49.07793576,0,0,1,0,0,0,0,0,1,2,6
18,0,-22.334397536405127,-49.09622757287247,0,0,0,0,0,0,0,0,0,2,4
14,0,-22.316536350102943,-49.12423184064336,0,0,0,0,0,0,0,0,0,4,0
11,0,-22.321247504731694,-49.042294809152885,0,0,2,0,0,0,0,0,0,7,3
22,0,-22.334937767028485,-49.06645747320334,0,0,1,0,0,0,0,0,0,12,5
19,0,-22.339236748187503,-49.049962375844025,0,0,0,0,0,0,0,0,0,11,1
10,0,-22.33619129,-49.06472834,0,0,0,0,0,0,0,0,1,1,0
21,0,-22.374342387173154,-49.048967024915676,0,0,0,0,0,0,1,0,0,12,5
11,0,-22.326723875861394,-49.07186116856901,0,0,0,0,0,0,0,0,0,2,0
7,0,-22.31994390703723,-49.06846610521306,0,0,0,0,0,0,0,0,0,3,3
8,1,-22.33413211930375,-49.01603157400056,0,0,1,0,0,0,0,0,0,3,1
10,0,-22.32031933115216,-49.06829161433611,0,0,1,0,0,0,0,0,0,11,5
21,1,-22.2753708638015,-49.0941936785417,0,0,0,0,0,0,0,0,0,6,1
8,0,-22.32214165,-49.07501497,0,0,1,0,0,0,1,0,1,2,2
8,0,-22.33806672966553,-49.09001511360259,0,0,1,0,0,0,1,0,0,10,4
13,0,-22.33613877745262,-49.09081954012541,0,0,1,0,0,0,1,0,0,5,1
5,1,-22.29414116,-49.07233743,0,0,0,0,0,0,1,0,1,1,6
17,0,-22.33180868,-49.07793576,0,0,0,0,0,0,1,0,1,11,1
16,0,-22.32484603,-49.04912174,0,0,1,0,0,0,1,0,1,3,3
13,0,-22.325812759245338,-49.07965222840821,0,0,0,0,0,0,0,0,0,1,1
22,1,-22.350362970996365,-49.04487327574032,0,0,0,0,0,0,1,0,0,10,6
18,1,-22.343214010261875,-49.07705863600333,0,0,0,0,0,0,0,0,0,4,3
13,0,-22.32739356594918,-49.08435965509492,0,0,1,1,0,0,1,0,0,7,5
12,0,-22.334679256817562,-49.08159519474047,0,0,0,0,0,0,0,0,0,10,0
10,0,-22.3112132,-49.062416,0,0,0,1,0,0,0,0,1,11,3
15,0,-22.332850436325774,-49.029743159781695,0,0,1,0,0,0,1,0,0,3,2
21,0,-22.3510042818685,-49.10158110559414,0,0,0,0,0,0,0,0,0,7,1
12,0,-22.3260504533251,-49.05729067499109,0,0,0,0,0,0,0,0,0,6,4
5,0,-22.3205269,-49.0679793,0,0,0,2,0,0,0,0,1,10,5
19,0,-22.31553881610868,-49.13708755172397,0,0,0,0,0,0,1,0,0,3,1
9,0,-22.327549343413278,-49.063866422226916,0,0,1,0,0,0,1,0,0,12,3
11,0,-22.32008989,-49.06851771,0,0,1,0,0,0,1,0,1,8,6
9,1,-22.36772226199784,-49.04801983826369,0,0,1,0,0,0,0,0,0,3,1
3,0,-22.330540081496572,-49.07592052734153,0,0,0,0,0,0,2,0,0,1,6
9,0,-22.31831836,-49.00781175,0,0,1,0,0,0,1,0,1,5,6
10,0,-22.320752946808927,-49.01890027731061,0,0,1,0,0,0,1,0,0,11,5
15,0,-22.334735484303657,-49.081548263859155,0,0,0,0,1,0,1,0,0,4,6
22,0,-22.331845348893577,-49.08625422831996,0,0,1,0,0,0,1,1,0,11,2
17,0,-22.32698443812932,-49.06286493814083,0,0,1,0,0,0,0,0,0,11,0
15,0,-22.328738856395404,-49.060513593894484,0,1,1,0,0,0,0,0,0,8,0
13,0,-22.278931223031307,-49.08554440858206,0,0,1,0,0,0,1,0,0,9,4
15,0,-22.321265020018245,-49.071080516278485,0,0,0,0,0,0,0,0,0,6,3
13,0,-22.31548546866255,-49.137079915321436,0,0,1,0,0,0,0,0,0,1,1
13,0,-22.338484037181747,-49.06580035180816,0,0,1,0,0,0,1,0,0,2,1
22,0,-22.32922257766214,-49.070089235868,0,0,1,0,0,0,1,0,0,7,6
23,1,-22.29733418,-49.1098264,0,0,0,0,0,0,1,0,1,8,1
12,0,-22.3007842448309,-49.064110941935155,0,0,0,0,0,0,0,0,0,5,1
7,0,-22.34339062,-49.05276488,0,0,0,0,0,0,0,0,1,1,5
9,0,-22.34525295,-49.06941199,0,0,1,0,0,0,0,0,1,8,1
18,1,-22.332694225250684,-49.05026269515734,0,0,1,0,0,0,1,0,0,12,4
5,0,-22.374296986379235,-49.048788450637296,1,0,1,0,0,0,0,0,0,10,5
18,0,-22.320119528130306,-49.068494849543505,0,0,1,0,0,0,1,0,0,7,4
0,0,-22.3315837791,-49.0801182571,0,0,1,0,0,0,1,0,1,11,0
5,0,-22.327285592501454,-49.08421220668372,0,0,1,0,0,0,0,0,0,4,4
13,0,-22.319586445870755,-49.02753805516435,0,0,1,0,0,0,1,0,0,11,1
18,0,-22.37131032,-49.06087265,1,0,0,0,0,0,1,0,1,2,3
19,0,-22.320877987116134,-49.01366772067011,0,0,1,0,1,0,0,0,0,9,0
15,1,-22.350244985321506,-49.044784292885105,0,0,0,0,0,0,0,1,0,11,4
20,0,-22.3369394,-49.06677467,0,0,0,0,0,0,1,1,1,1,4
16,0,-22.336878386653343,-49.04631858514132,0,0,0,1,0,0,0,0,0,10,0
22,1,-22.37422709733622,-49.0488430230977,0,0,2,0,0,0,0,0,0,5,6
21,1,-22.19879496,-49.0384617,0,0,0,0,0,0,1,0,1,2,2
21,1,-22.37428439,-49.04888508,0,0,0,0,0,0,1,0,1,5,5
6,0,-22.325450655701985,-49.05338597790742,0,0,0,0,0,0,0,0,0,5,3
22,0,-22.336272127360242,-49.06845239241385,0,0,0,0,0,0,1,0,0,2,6
17,0,-22.325841114468282,-49.079654370547864,0,0,0,0,0,0,0,0,0,7,3
6,0,-22.33495571,-49.05324483,0,0,0,0,0,0,0,0,1,8,5
20,0,-22.313710223915013,-49.03350996087348,0,0,0,0,0,0,0,0,0,1,3
6,0,-22.31364564744724,-49.11513131828849,0,0,0,0,0,0,0,0,0,11,6
8,0,-22.3295562,-49.092372,0,0,1,0,0,0,0,1,1,12,1
12,0,-22.28169841,-49.06999704,0,0,0,0,0,0,0,0,1,8,2
8,0,-22.29081316515192,-49.03292253840364,0,0,0,0,0,0,2,0,0,3,4
1,0,-22.32018712691643,-49.03859903348177,0,0,0,0,0,0,0,0,0,3,6
7,0,-22.32037188211072,-49.06118123693135,0,0,1,0,1,0,0,0,0,4,3
21,0,-22.32612633203362,-49.06903017533345,0,0,0,0,0,0,0,0,0,6,6
22,0,-22.328796557565134,-49.09205949125123,0,0,0,0,0,0,0,0,0,9,1
19,0,-22.30784549882939,-49.05476860103745,0,0,0,0,0,0,2,0,0,7,2
7,0,-22.31815556,-49.11404968,0,0,0,0,0,0,0,0,1,9,3
18,0,-22.32088226734719,-49.118931762208554,0,0,0,0,0,0,0,0,0,9,5
12,0,-22.33363862,-49.05675985,0,0,0,0,0,0,0,0,1,1,0
10,0,-22.311124170078,-49.06247889210382,0,0,0,1,0,0,0,0,0,11,3
21,0,-22.313618733499403,-49.03363793811579,0,0,1,0,0,0,0,0,0,8,6
14,0,-22.3357197783998,-49.045850141757,0,0,0,0,0,0,2,0,0,12,0
20,0,-22.315408780963875,-49.1372073342238,0,0,0,0,0,0,1,0,0,1,6
14,0,-22.3258962,-49.07970414,0,0,0,0,0,0,0,0,1,8,5
11,0,-22.31368102,-49.03363538,0,0,1,0,0,0,1,0,1,5,4
12,1,-22.29371611,-49.07283362,0,0,1,0,0,0,1,0,1,2,6
10,0,-22.32165132,-49.07305577,0,0,0,0,0,0,1,0,1,10,3
13,0,-22.32670004,-49.04984611,0,0,0,0,0,0,0,1,1,1,2
14,0,-22.3331357,-49.0277068,0,0,0,0,0,0,1,0,1,10,5
15,0,-22.33199790755717,-49.05654942444844,0,0,1,0,0,0,1,0,0,11,2
21,0,-22.29603,-49.04536,0,0,0,0,0,0,0,0,1,9,6
7,0,-22.315326575877243,-49.028635892084594,0,0,0,0,0,0,0,0,0,7,3
6,0,-22.359338694645558,-49.066078264017236,0,0,0,0,0,0,0,0,0,4,6
7,0,-22.32036294,-49.06829938,0,0,0,0,0,0,0,0,1,4,2
11,0,-22.343174760211042,-49.077153576997524,0,0,0,1,0,0,0,0,0,5,1
11,0,-22.3211587,-49.0422771,0,0,2,0,0,0,0,0,1,7,3
6,1,-22.2333616,-49.1513674,0,0,0,1,0,0,0,1,1,6,2
19,1,-22.350313497084386,-49.0448902888369,0,1,0,0,0,0,1,0,0,11,5
0,0,-22.325913749968894,-49.07963605488889,0,0,0,0,0,0,0,0,0,5,4
6,0,-22.309490592975553,-49.02007533689285,0,0,0,0,0,0,0,0,0,8,1
22,0,-22.317645568679133,-49.08621480292285,0,0,0,0,0,0,0,0,0,5,6
0,0,-22.34320510363349,-49.0771194099371,0,0,1,0,0,0,1,0,0,6,5
12,0,-22.374267161453435,-49.04890921171078,0,1,0,0,0,0,0,0,0,4,4
7,0,-22.325156236990093,-49.05213917249967,0,0,0,0,0,0,0,0,0,6,1
0,0,-22.322720241080244,-49.10183154357561,0,0,0,0,0,0,0,0,0,8,3
22,0,-22.294128694535488,-49.081035117139265,0,0,0,0,0,0,0,1,0,1,2
8,0,-22.320874522995265,-49.10076648952522,0,0,1,0,0,0,1,0,0,10,4
20,0,-22.28158767312113,-49.06755465294478,0,0,0,0,0,0,0,0,0,11,3
13,0,-22.327862127541398,-49.06628485509239,0,0,1,0,0,0,1,0,0,6,2
1,0,-22.337345185915762,-49.052649783092455,0,0,0,0,0,0,1,0,0,3,5
16,0,-22.329445399969973,-49.100641066368624,0,0,1,0,0,0,1,0,0,5,2
22,1,-22.35034135,-49.04486816,0,0,0,0,0,0,0,0,1,3,3
20,0,-22.305982128267154,-49.099372748856766,0,0,1,0,0,0,2,1,0,12,2
6,0,-22.30223097,-49.0949557,0,0,0,0,0,0,0,0,1,1,6
17,1,-22.294083366579695,-49.07224140961733,0,0,0,0,0,0,0,0,0,7,6
0,0,-22.338674057294753,-49.05213562247466,0,0,1,0,0,0,0,0,0,11,6
8,0,-22.30695002,-49.00644173,0,0,0,0,0,0,0,0,1,5,2
14,0,-22.326701695814275,-49.07942054289754,0,0,0,0,0,0,0,0,0,2,0
18,0,-22.32017962527614,-49.068501374077414,0,0,0,0,0,0,0,1,0,4,2
8,0,-22.33099973,-49.1074674,0,0,1,0,0,0,1,1,1,6,0
8,0,-22.329650712429498,-49.09045846008917,0,0,1,0,0,0,1,0,0,11,3
7,0,-22.31130831,-49.02435017,0,0,0,0,0,0,0,0,1,6,1
11,1,-22.314664248450214,-49.13554915729727,0,0,1,0,0,0,0,0,0,5,6
17,1,-22.347204021716752,-49.04573276676759,0,0,1,0,0,0,3,0,0,5,0
17,0,-22.320275035195408,-49.068375631144335,0,0,1,0,0,0,1,0,0,6,4
11,0,-22.313826577996007,-49.03379912473599,0,0,0,0,0,0,0,0,0,4,3
18,0,-22.3268075,-49.0674664,0,0,0,0,0,0,0,0,1,11,1
16,0,-22.31618982,-49.10148652,0,0,1,0,0,0,0,0,1,2,3
19,0,-22.323502426523657,-49.05807804900849,0,0,0,0,0,0,0,0,0,8,3
20,0,-22.32483112,-49.09876405,0,0,0,0,0,0,0,0,1,8,0
7,0,-22.31817024,-49.11414784,0,0,1,0,0,0,1,0,1,6,1
0,0,-22.295831371816462,-49.07628486784348,0,0,0,0,0,0,0,0,0,6,6
20,1,-22.36140036164711,-49.04002892889703,0,2,0,0,0,0,0,0,0,10,3
7,0,-22.291272727402443,-49.085152152940246,0,0,0,0,0,0,0,0,0,1,1
12,0,-22.34269409093636,-49.04867565237934,0,0,2,0,0,0,0,0,0,6,3
0,0,-22.295628221757138,-49.07827121656526,0,0,0,0,0,0,0,0,0,7,6
7,0,-22.37428439,-49.04888508,0,0,0,0,0,0,0,0,1,1,2
15,0,-22.29288217437116,-49.10290257623148,0,0,2,0,0,0,0,0,0,8,0
17,0,-22.343347670810797,-49.07717031886872,0,0,0,0,0,0,0,0,0,3,5
17,0,-22.325847578360165,-49.07967125553844,0,0,1,0,0,0,0,0,0,5,4
8,1,-22.32311356,-49.0523499,0,0,0,0,0,0,3,0,1,1,0
18,1,-22.3327446,-49.0502868,0,0,1,0,0,0,1,0,1,12,4
22,0,-22.31951359,-49.07512662,0,0,0,0,0,0,0,0,1,2,4
6,0,-22.30180155935387,-49.03609259153002,0,0,0,0,0,0,0,0,0,7,3
13,0,-22.332104419322846,-49.086193778212575,0,0,1,0,0,0,1,0,0,9,4
10,0,-22.31738036325384,-49.04846991509901,0,0,0,0,0,0,0,0,0,4,6
17,1,-22.31315928,-49.13303414,0,0,0,0,0,0,1,0,1,7,2
1,0,-22.3315759,-49.0763509,0,0,0,1,0,0,0,0,1,4,4
14,0,-22.31251354,-49.06244856,0,0,1,0,0,0,1,0,1,8,2
7,0,-22.334246387319183,-49.06774808028848,0,0,0,0,0,0,2,0,0,12,6
21,0,-22.272260584198275,-49.0682983370005,0,0,0,0,0,0,0,0,0,5,1
14,0,-22.317867005900016,-49.08224788706054,0,0,0,0,0,0,0,1,0,12,1
23,0,-22.35482768,-49.10239528,0,0,0,0,0,0,0,0,1,12,4
10,0,-22.336995213490397,-49.090773191209294,0,0,0,0,0,0,0,0,0,8,0
20,0,-22.31481355,-49.08967629,0,0,0,0,0,0,0,0,1,10,5
21,0,-22.32748444,-49.09368614,0,0,0,0,0,0,0,0,1,9,6
23,0,-22.299800674266482,-49.065643558487366,0,0,1,0,0,0,0,0,0,7,0
14,0,-223332.0,-490785.0,0,0,0,1,0,0,0,0,1,4,4
8,0,-22.319964250584643,-49.104620631718134,0,0,0,0,0,0,1,0,0,9,4
7,0,-22.31131229,-49.0924612,0,0,0,0,0,0,0,0,1,4,2
10,0,-22.2979858,-49.0243674,0,0,1,0,0,0,0,0,1,8,1
8,0,-22.31511496020209,-49.02710899400215,0,0,0,0,0,0,2,0,0,7,5
18,0,-22.335199,-49.0531743,0,0,1,0,0,0,1,0,1,12,2
10,0,-22.31630289,-49.01396477,0,0,1,0,0,0,0,1,1,2,5
7,0,-22.337645786835402,-49.059031930579444,0,0,1,0,0,0,1,0,0,7,5
13,0,-22.315148,-49.0552065,0,0,0,0,0,0,0,0,1,5,1
10,0,-22.283367563700626,-49.08909313695539,0,0,0,0,0,0,1,1,0,11,4
15,1,-22.3066773637121,-49.05940014750921,0,0,1,0,0,0,0,0,0,7,0
14,0,-22.37428439,-49.04888508,0,0,0,0,0,0,0,0,1,2,5
18,0,-22.289776761788595,-49.05334921669988,0,0,0,0,0,0,0,0,0,3,6
15,0,-22.32763224058087,-49.067510425188374,0,0,1,0,0,0,1,0,0,6,4
20,1,-22.351012810684,-49.03492813428389,0,1,0,0,0,0,1,0,0,9,2
18,0,-22.322489452267188,-49.13339496508225,0,0,0,0,0,0,0,0,0,8,3
7,0,-22.336790392424742,-49.05955823098429,0,0,1,0,0,0,0,0,0,4,2
22,0,-22.32870118710306,-49.022494903656956,0,0,0,0,0,0,0,0,0,5,1
18,0,-22.34143501548344,-49.05631478565437,0,0,1,0,0,0,1,0,0,2,4
5,0,-22.30799667760723,-49.090495153461426,0,0,0,0,0,0,0,0,0,2,5
8,0,-22.309076344087693,-49.12187107085019,0,0,0,0,1,0,1,0,0,9,0
20,0,-22.330191454749034,-49.11952235262552,0,0,1,0,0,0,1,0,0,7,0
14,0,-22.338511990328485,-49.11447333688689,0,0,1,0,0,0,1,0,0,2,2
7,0,-22.30054179,-49.06442203,0,0,0,1,0,0,1,0,1,4,0
8,0,-22.336294043402933,-49.029831216029315,0,0,0,0,0,0,2,1,0,4,1
23,0,-22.307465629180125,-49.10598863614047,0,0,0,0,0,0,0,0,0,6,4
5,0,-22.3387276,-49.06445867,0,0,0,0,0,0,0,0,1,4,5
11,0,-22.3057677676762,-49.05059743035883,0,0,0,0,0,0,0,0,0,1,0
13,0,-22.33951929445478,-49.054066577962395,0,0,1,0,0,0,0,0,0,10,0
22,0,-22.325936229709697,-49.07961838192878,0,0,0,0,0,0,0,0,0,11,5
14,0,-22.3564,-49.0435376,0,0,0,0,0,0,1,0,1,6,2
1,1,-22.325186584860862,-49.00813933059947,0,2,0,0,0,3,0,0,0,6,3
